"ID","nahant_5um_d1_544","nahant_5um_d2_547","nahant_5um_d3_550","nahant_5um_d4_553","nahant_5um_d5_556","nahant_5um_d6_559","nahant_5um_d7_562","nahant_5um_d8_565","nahant_5um_d9_568","nahant_5um_d10_571","nahant_5um_d11_574","nahant_5um_d12_576","nahant_5um_d13_579","nahant_5um_d14_582","nahant_5um_d15_585","nahant_5um_d16_588","nahant_5um_d17_591","nahant_5um_d18_594","nahant_5um_d19_597","nahant_5um_d20_600","nahant_5um_d21_603","nahant_5um_d22_606","nahant_5um_d23_609","nahant_5um_d24_612","nahant_5um_d25_615","nahant_5um_d26_618","nahant_5um_d27_621","nahant_5um_d29_624","nahant_5um_d30_627","nahant_5um_d31_630","nahant_5um_d32_633","nahant_5um_d33_636","nahant_5um_d34_639","nahant_5um_d35_642","nahant_5um_d36_645","nahant_5um_d38_648","nahant_5um_d39_651","nahant_5um_d40_654","nahant_5um_d41_657","nahant_5um_d42_660","nahant_5um_d43_663","nahant_5um_d44_666","nahant_5um_d45_670","nahant_5um_d46_672","nahant_5um_d47_675","nahant_5um_d48_678","nahant_5um_d49_681","nahant_5um_d51_684","nahant_5um_d52_687","nahant_5um_d53_690","nahant_5um_d54_693","nahant_5um_d55_696","nahant_5um_d56_699","nahant_5um_d57_702","nahant_5um_d58_705","nahant_5um_d59_708","nahant_5um_d60_711","nahant_5um_d61_714","nahant_5um_d62_718","nahant_5um_d63_720","nahant_5um_d64_723","nahant_5um_d65_726","nahant_5um_d66_729","nahant_5um_d67_733","nahant_5um_d68_735","nahant_5um_d69_738","nahant_5um_d70_741","nahant_5um_d71_744","nahant_5um_d72_747","nahant_5um_d73_750","nahant_5um_d74_753","nahant_5um_d75_756","nahant_5um_d76_759","nahant_5um_d77_762","nahant_5um_d78_765","nahant_5um_d79_768","nahant_5um_d80_771","nahant_5um_d81_774","nahant_5um_d82_777","nahant_5um_d83_780","nahant_5um_d84_783","nahant_5um_d85_786","nahant_5um_d86_789","nahant_5um_d87_792","nahant_5um_d88_795","nahant_5um_d90_798","nahant_5um_d91_801","nahant_5um_d92_804"
"OTU_1047",3,0,0,1,2,3,3,0,1,0,0,3,17,5,3,2,3,1,8,3,1,1,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,12,0,0,0,1,0,2,0,2,0,6,2,0,1,2,1,1,5,0,3
"OTU_239",3,1,2,3,0,3,2,4,1,0,1,1,3,0,3,0,2,4,4,4,2,2,2,3,0,3,1,1,0,4,0,4,1,1,0,4,7,7,5,4,2,4,0,3,1,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,2,4,0,1,3,1,1,1,1,1,1,2,10,1,1,3,1,4,3,1,0
"OTU_1088",0,3,1,1,1,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,4,0,0,2,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,1,1,8,1,1,3,0,0,0,2,1,1,2,3,1,1,4,0,4,0,0,0,1,0,0,0,0,0,2,0,2,1,1,1,3,0
"OTU_572",0,0,0,0,0,0,0,1,5,3,4,3,1,1,7,2,2,9,4,13,9,10,6,11,8,20,0,4,0,11,8,3,1,5,2,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,2,1,0,0,0,3,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0
"OTU_1147",0,0,1,0,0,0,0,1,0,0,0,2,1,0,1,1,0,1,0,0,0,0,3,5,2,1,0,0,0,2,1,0,1,2,2,2,2,2,0,1,2,0,0,1,0,0,2,1,1,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,1,0,4,1,2,2,0,0,1,2,1,0,0,2
"OTU_386",2,0,0,3,1,0,0,0,3,6,1,0,1,10,1,0,1,4,1,1,8,0,1,4,0,5,4,10,4,2,0,0,15,2,3,3,3,0,0,0,2,1,0,5,0,0,1,0,0,1,4,3,0,1,1,6,0,12,1,1,3,12,6,3,136,2,10,3,2,3,4,8,12,10,11,10,4,3,4,2,5,4,1,0,0,1,5,3
"OTU_752",0,0,0,2,1,0,1,0,1,0,2,1,0,0,0,1,0,3,1,0,2,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,4,2,0,4,0,5,2,4,7,0,7,3,7,7,5,3,4,1,17,3,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"OTU_1068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,5,3,1,28,21
"OTU_1620",3,1,1,1,2,2,6,1,0,0,0,0,1,1,0,2,0,2,1,0,0,0,0,0,1,2,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0
"OTU_1062",0,2,2,0,0,0,0,1,1,2,0,0,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,4,5,6,2,3,6,0,0,0,2,0,0,0,2,3,0,2,0,1,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,2,1,3,1,2,0,0,0,1
"OTU_262",1,5,5,6,4,6,8,9,1,19,6,4,2,0,1,3,0,4,7,1,6,12,12,8,7,2,0,1,4,2,11,4,2,1,0,3,9,7,2,1,6,3,11,1,0,9,12,11,6,3,8,2,1,5,2,2,2,2,7,0,0,0,0,3,2,12,2,4,6,9,0,4,3,2,2,0,1,3,5,4,4,5,1,2,1,0,3,0
"OTU_797",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,0,5,0,1,0,7,3,3,4,8,2,3,4,4,11,4,4,9,1,0,0,3,3,0,1,0,1,0,0,3,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,2,0
"OTU_1150",5,2,0,1,1,9,1,0,4,0,0,4,4,0,1,0,0,2,6,8,3,2,0,0,0,0,1,2,0,3,0,0,0,1,0,1,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,1,0,3,1,0,2,2
"OTU_1532",0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,11,5,5,2,16,7,0,2,6,1,0,0,3,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1135",2,1,0,0,2,1,2,1,2,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,1,0,3,1,1,0,2,2,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,9,5,3,10,1,0,0,1,1,1,0,0,1,0,0,0,2,1,4,0,0,1,0,7,4,3,0
"OTU_759",1,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,1,0,1,0,1,4,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,3,0,0,0,2,7,2,2,6,0,2,1,5,4,1,1,2,1,0,0,0,1,2,0,1,0,0,0,3,2,0
"OTU_466",1,0,0,2,0,1,2,1,0,2,1,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,1,1,0,0,1,4,2,6,2,1,1,3,3,2,0,1,0,1,2,1,0,0,3,3,0,3,1,1,1,0,0
"OTU_837",1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,2,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2,7,4,5,3,4,3,4,1,3,0,1,1,1,0,1,0,2,0,0,0,0,0,1,0,2,2,0,1,1,1,4,1,1,0,1,1,0,0,0,0,2,1,0,0,0,1,1,0
"OTU_205",0,0,0,0,10,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,26,1,0,3,7,18,14,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,5,8,8,1,0,0,0,0,0,0,1,0,0
"OTU_976",0,0,0,0,0,1,0,2,0,0,1,2,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,1,0,1,0,0,3,2,1,3,0,0,3,2,0,1,1,1,0,0,0,0,2,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0
"OTU_722",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,6,1,3,1,1,0,0,0,0,1,1,1,3,1,1,1,0,4,8,0,7,3,0,0,1,0,1,0,0,2,1,1,1,1,1,2,1,1,2,1,1,0,0,1,5,6,1,1,7,5,7,3,6,4,3,8,2,0,0,4,4,5,3,3,5,0,4,2,1,1
"OTU_1196",0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,3,2,1,0,0,1,3,0,0,0,0,0,3,5,4,0,0,3,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1
"OTU_591",3,2,0,0,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,4,6,2,0,12,11,20,1,5,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,11,0,2,1,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0
"OTU_858",0,0,1,0,0,0,0,0,1,0,4,1,1,0,0,3,0,3,0,0,0,1,0,6,4,2,0,0,5,1,2,4,1,5,2,5,13,4,2,9,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,3,3,5,3,0,1,3,0,0,1,0,0,0
"OTU_7",3,4,6,1,3,0,0,2,0,0,0,1,1,0,1,0,0,1,2,1,1,0,0,6,1,2,9,0,3,7,5,9,2,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,4,3,1,1,2,0,7,0,0,0,0,0,0,0,0,3,2,1,2,1,0,8,6,0,2,8,2,1,0,0,0,5,6,1,3,2,1,0
"OTU_782",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,6,8,6,1,0,3,1,0,2,1,0,0,1,8,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,3,2,4,3,4,1,0,0,1,1,3,0,0,0
"OTU_306",0,0,1,0,0,0,0,2,4,7,125,30,24,1,1,49,1,14,0,0,0,0,7,1,5,0,0,0,4,7,0,1,0,0,0,0,1,3,5,0,0,0,12,1,4,1,2,24,2,2,5,9,23,2,11,0,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,2,4,1,5,1,1,1,6,0,0,0,0
"OTU_1239",1,0,2,2,0,3,0,0,2,1,0,2,15,6,3,12,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_850",0,0,0,0,0,2,0,0,0,0,1,1,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,5,0,0,4,2,3,2,2,2,2
"OTU_744",3,6,3,4,3,3,1,9,3,6,2,0,0,1,1,1,1,1,7,1,2,5,4,2,3,1,3,0,2,4,0,2,6,1,0,1,0,1,3,0,2,2,1,2,0,3,2,2,6,1,1,2,1,9,3,2,1,3,1,2,0,6,2,4,0,4,2,0,0,3,5,0,3,1,0,0,0,1,0,2,2,0,0,0,1,2,0,0
"OTU_3203",1,2,2,1,2,2,0,2,1,0,1,2,1,0,2,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,3,0,3,0,12,0,1,0,0,0,1,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,3,12,4,1,11,11,28,0,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_831",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0,0,0,2,1,1,1,0,0,1,0,2,0,0,1,4,1,0,1,1,1,0,1,3,4,1,6,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"OTU_1321",3,1,4,0,1,4,0,0,6,2,6,2,0,0,6,3,0,5,0,1,1,0,5,2,3,0,0,1,0,3,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_1522",0,0,0,4,0,3,0,0,2,3,4,8,2,1,2,1,1,1,0,4,3,2,5,2,4,3,1,0,0,1,1,1,1,0,0,1,1,1,1,2,0,1,2,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"OTU_1374",0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,4,0,0,3,4,4,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,2,1,3,0,0,0,0,0,0,0,0,4,5,3,2,6,2,1,1,0,0,0,0,0,7,4,2,0,0,3,0,0
"OTU_1757",2,3,2,5,0,1,2,1,0,0,0,0,1,1,0,2,0,0,3,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2,0,2,0,0,0,2,0,1,2,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0
"OTU_2096",6,6,5,6,2,3,1,3,2,6,3,0,1,0,0,0,0,0,0,1,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_393",6,5,1,1,0,1,2,0,3,3,2,0,0,0,0,0,0,0,0,1,2,0,2,2,1,2,0,1,0,0,3,3,7,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,3,3,2,0,1,2,1,1,3,2,1,0,0,3,2,5,2,2,8,4,6,3,3,4,0,5,9,5,4,2,3,5,3,4,5,5,7,0,4
"OTU_949",6,0,0,0,0,0,5,1,3,1,0,1,0,0,0,1,0,0,2,0,0,1,1,0,1,0,0,3,1,0,1,6,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,1,2,2,1,0,0,1,0,3,0,0,1,1,0,3,0,0,1,3,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0
"OTU_264",0,0,1,1,1,0,0,0,2,4,6,5,1,0,1,2,0,4,0,0,1,0,4,7,4,5,0,0,0,2,2,2,5,4,12,6,21,6,3,16,9,1,2,8,5,0,0,3,0,4,6,6,3,4,6,2,6,0,2,0,0,0,3,0,0,2,1,0,1,0,1,0,5,2,9,12,26,27,11,8,7,9,11,9,2,2,0,0
"OTU_1149",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,3,5,4,0,3,7,17,2,2,1,1,1,0,2,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
"OTU_583",9,4,0,0,0,1,1,1,1,3,3,2,0,0,0,1,0,1,3,0,2,0,0,2,0,2,1,1,0,4,1,1,1,2,0,2,0,1,6,2,0,2,2,0,0,0,3,0,4,5,2,1,4,2,1,0,1,0,3,0,0,0,3,2,6,3,0,2,6,5,3,1,2,0,1,0,0,4,1,1,3,0,2,0,1,1,1,2
"OTU_193",12,20,16,10,11,4,8,8,6,3,4,12,4,2,0,5,0,1,5,3,12,14,12,8,8,3,8,4,2,10,25,5,6,9,2,9,9,3,4,9,6,1,1,4,0,3,2,5,3,2,8,1,2,6,5,8,4,6,1,2,1,1,6,7,4,5,4,6,9,3,12,6,6,1,6,4,7,2,5,6,10,12,5,3,5,4,1,4
"OTU_1360",6,0,1,3,1,0,2,3,0,6,0,2,0,0,0,0,0,2,2,2,1,3,1,1,2,1,0,0,2,1,0,1,0,0,0,1,2,3,0,0,1,0,1,0,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
"OTU_933",6,1,1,6,4,3,7,5,2,8,3,11,22,7,5,5,4,2,15,3,3,10,7,3,1,0,3,0,0,2,2,1,2,1,0,0,0,3,1,2,2,1,2,1,1,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,1,2,2,2,2,0,1,3,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0
"OTU_483",1,2,2,0,1,0,0,1,4,0,1,3,0,0,3,1,1,3,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,0,0,2,3,0,0,5,0,0,0,0,0,0,0,1,9,5,1,0,6,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,9,10,10,4,5,2,15,6,51,22,10,11,18
"OTU_1143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,6,17,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"OTU_927",1,1,3,1,0,1,1,2,1,1,0,1,0,1,0,1,0,4,3,0,0,1,1,2,0,1,0,0,0,3,3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,2,0,0,0,5,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,0,0
"OTU_2730",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,2,0,2,0,2,0,4,6,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,3,5,1,1,0,2,1,3,0,0,0,0,0,0
"OTU_73",8,19,27,20,10,15,18,12,35,24,22,20,22,33,25,26,1,23,23,8,34,19,23,24,5,2,31,19,14,32,8,0,63,32,35,16,26,34,23,19,14,1,12,50,7,23,9,3,18,13,23,30,40,17,10,43,24,27,19,2,20,22,26,23,30,5,18,14,2,22,31,16,1,27,10,12,3,5,19,3,7,4,10,9,7,6,30,26
"OTU_1036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,2,6,1,12,3,3,3,3,1,0,2,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,2,6,5,2,1,1,1,0,1,2,2,0,0
"OTU_900",1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2,2,0,2,4,0,1,2,2,1,1,0,2,0,0,0,0,1,2,0,2,1,0,0,0,0,1,5,0,1,1,0,1,1,0,0,7,1,0,9,0,7,2,0,1,6,9,1,4,1,1,1,0,1,0,3,2,0,1,0,0,3,3
"OTU_92",4,2,0,3,6,4,6,4,2,0,1,0,2,3,1,0,17,4,5,13,2,2,4,3,1,8,46,12,4,3,1,3,2,3,1,0,1,1,1,1,0,0,2,0,1,1,0,0,0,0,1,1,5,0,0,0,7,8,1,1,0,1,0,0,1,18,10,4,44,3,26,15,7,5,36,7,9,0,4,13,7,16,14,15,39,13,23,15
"OTU_665",0,0,1,0,0,0,3,1,2,8,0,3,0,1,1,0,0,0,1,0,1,0,12,3,2,0,2,0,0,0,3,3,2,1,1,0,1,0,1,2,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,0,4,5,2,2,2,2,2,2,0,1,0,1,5,6,2,1,0,2,1,1
"OTU_198",0,2,3,2,0,2,0,2,0,0,3,4,11,6,12,2,11,1,0,2,5,0,1,0,6,2,7,9,30,5,7,1,2,2,2,0,1,0,8,6,2,0,1,0,0,2,0,0,0,1,1,9,4,2,0,13,9,3,1,5,2,0,0,5,4,3,0,0,0,0,0,1,4,12,5,29,10,7,0,3,0,2,2,10,4,0,21,10
"OTU_238",3,1,0,7,9,8,12,18,5,2,4,18,15,2,2,6,15,1,6,3,4,6,1,1,3,1,5,2,0,2,1,3,3,1,1,0,1,3,1,4,0,4,14,10,8,15,0,1,2,3,2,5,8,6,4,7,0,5,9,8,4,9,3,2,12,7,8,6,7,7,2,0,2,1,4,1,2,1,2,5,2,4,2,12,23,19,32,13
"OTU_573",0,0,0,2,3,4,3,0,0,0,1,0,2,0,1,3,1,0,3,0,4,1,5,8,2,0,1,0,0,0,2,3,1,2,1,1,0,1,2,0,0,1,0,0,0,3,2,1,0,0,1,1,1,1,0,0,2,2,2,0,1,2,7,4,5,7,10,8,9,7,4,3,12,2,1,2,2,1,1,1,9,5,7,2,4,1,3,1
"OTU_41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,2,3,8,5,2,8,19,42,37,24,62,3,84,0,20,25,0,8,89,20,27,65,24,21,6,70,171,54,276,120,163,19,12,190,330
"OTU_1065",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,1,3,8,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,3,6,1,3,0,1,6,2,0,2,0,2,0,0,4,5,4,1,4,7,2,2,2,1,0,0,2,1,0,0,1,2,1,1,0,0,0,1,1,0,0
"OTU_917",0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,2,0,3,2,0,0,0,0,0,0,0,3,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,3,0,6,4,3,1,11
"OTU_1038",0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,1,2,0,0,0,3,14,3,7,5,7,4,1,0,3,2,0,0,1,2,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,3,0,1,0,0,0,1,0,0,2
"OTU_72",8,10,5,20,16,17,30,15,7,23,14,7,3,1,7,12,1,1,15,4,18,35,27,16,4,9,10,3,1,11,13,2,9,8,3,9,10,14,2,12,11,13,3,4,3,2,2,11,33,16,39,8,7,20,16,10,12,33,33,2,6,11,31,27,34,19,47,45,45,23,45,20,13,3,6,1,2,1,13,14,37,14,23,9,14,14,4,6
"OTU_789",7,12,7,0,5,0,3,4,8,3,0,1,2,2,8,7,10,1,3,5,1,0,0,3,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,7,3,1,2,0
"OTU_1725",0,0,0,2,2,6,1,1,0,2,1,1,1,0,0,2,2,0,1,1,2,1,4,5,2,0,0,0,0,0,0,1,0,1,0,1,1,1,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1,0,0,0,1,8,1,1,4,1,2,2,5,2,1,0,0,1,1,0,0,0,0,1,0,0,2,0,2,0
"OTU_273",0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,5,13,7,11,4,0,4,2,0,0,6,0,1,0,0,0,0,0,0,1,1,0,7,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,13,9,2,19,74,10,6,6,2,3,0,1,4,0,1
"OTU_379",1,0,1,0,1,1,5,3,7,2,2,2,1,0,0,3,0,4,4,1,1,1,6,6,0,2,0,1,1,1,3,1,3,5,0,4,0,1,1,0,1,1,0,0,0,1,1,1,1,2,1,2,0,0,2,0,0,2,2,0,0,0,5,8,2,1,1,6,1,0,3,5,0,3,0,1,1,2,3,1,3,2,1,0,0,0,1,3
"OTU_548",1,0,0,0,0,0,0,0,0,0,4,19,12,5,18,2,3,2,0,1,0,0,0,0,2,7,0,2,3,1,3,1,3,15,9,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,2,2,19,9,0,8,2,17,5,4,4,7,0,0,0,0,0,0,1,0,0,1,1,0,3,14,5,4,0,8,0,4,0,2,0,0,1,2
"OTU_1707",0,2,0,1,0,0,0,0,4,3,0,2,1,0,1,1,0,0,2,0,1,6,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,1,1,2,0,3,4,2,2,1,1,0,0,1,0,2,4,2,0,3,1,1,1,0,2,0,1
"OTU_7762",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,1,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,0,1,0,0,0,0,2,3,0,0,4,4,0,1,0,2,22,4,5,1,12,9,1,11,7,4,8,5,0,1,0,1
