"ID","ZOZOW1T_feces_320","ZOZOW1T_feces_321","ZOZOW1T_feces_322","ZOZOW1T_feces_323","ZOZOW1T_feces_324","ZOZOW1T_feces_325","ZOZOW1T_feces_326","ZOZOW1T_feces_327","ZOZOW1T_feces_328","ZOZOW1T_feces_329","ZOZOW1T_feces_330","ZOZOW1T_feces_331","ZOZOW1T_feces_332","ZOZOW1T_feces_333","ZOZOW1T_feces_334","ZOZOW1T_feces_336","ZOZOW1T_feces_339","ZOZOW1T_feces_340","ZOZOW1T_feces_342","ZOZOW1T_feces_343","ZOZOW1T_feces_344","ZOZOW1T_feces_345","ZOZOW1T_feces_346","ZOZOW1T_feces_347","ZOZOW1T_feces_348","ZOZOW1T_feces_349","ZOZOW1T_feces_350","ZOZOW1T_feces_351","ZOZOW1T_feces_352","ZOZOW1T_feces_353","ZOZOW1T_feces_354","ZOZOW1T_feces_355","ZOZOW1T_feces_356","ZOZOW1T_feces_358","ZOZOW1T_feces_359","ZOZOW1T_feces_360","ZOZOW1T_feces_362","ZOZOW1T_feces_363","ZOZOW1T_feces_365","ZOZOW1T_feces_367","ZOZOW1T_feces_368","ZOZOW1T_feces_369","ZOZOW1T_feces_370","ZOZOW1T_feces_371","ZOZOW1T_feces_372","ZOZOW1T_feces_373","ZOZOW1T_feces_374","ZOZOW1T_feces_375","ZOZOW1T_feces_376","ZOZOW1T_feces_377","ZOZOW1T_feces_378","ZOZOW1T_feces_379","ZOZOW1T_feces_380"
"OTU_13481",1,11,8,11,2,2,4,10,7,0,10,2,1,3,0,3,6,4,0,7,8,1,5,3,9,1,1,1,6,11,9,8,6,3,0,1,3,11,3,1,5,2,1,3,4,9,7,0,1,3,1,3,3
"OTU_12148",0,0,1,1,1,1,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,1,2,3,6,3,1,0,2,2,4,3,1,4,1,3,0,0,0,0,2,0,0,2,0,0,1
"OTU_6268",0,2,2,1,2,1,1,2,3,0,2,1,2,0,1,1,1,0,0,0,1,3,0,0,0,2,0,6,4,4,1,0,3,0,0,3,2,1,7,0,2,0,0,0,1,2,0,0,0,0,1,1,0
"OTU_1127",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,5,0,0,1,0,1,0,1,1,2,0,4,0,3,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0
"OTU_8134",0,1,3,0,1,2,0,0,0,1,0,0,0,2,0,2,4,0,0,3,0,1,1,0,0,1,4,0,3,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,2
"OTU_1145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,8,3,9,2,9,1,5,13,2,9,6,5,12,2,9,6,5,19,3,3,3,11,1,1,4,11,0,4,12
"OTU_15150",0,1,0,0,0,1,0,1,0,0,1,2,3,0,3,3,1,0,2,2,0,5,4,2,2,1,0,1,3,1,3,1,1,0,0,1,1,2,1,3,1,1,1,0,1,0,1,0,1,1,0,2,2
"OTU_7556",10,6,15,4,9,5,4,10,1,5,5,4,4,2,1,6,1,2,2,0,6,1,5,4,4,2,1,3,2,5,4,4,0,1,11,1,2,6,4,4,4,3,0,1,1,0,1,1,0,2,4,0,0
"OTU_10678",5,3,3,8,20,14,6,7,1,10,5,6,10,4,1,2,8,9,2,5,8,4,3,4,2,1,3,5,4,7,0,2,0,0,14,0,1,2,2,9,6,30,3,2,1,0,2,2,1,1,5,2,1
"OTU_309",4,4,0,2,5,1,3,3,1,1,0,0,2,1,2,3,6,6,0,3,1,3,3,5,1,3,9,14,3,7,13,18,8,0,4,8,4,38,44,25,18,1,2,6,1,4,9,9,7,8,11,11,34
"OTU_6181",0,0,1,1,2,0,0,1,2,0,2,6,3,0,2,0,2,2,0,1,1,1,2,2,0,2,1,1,0,1,1,0,3,0,0,1,0,3,0,2,0,0,0,0,1,0,0,1,0,0,1,1,0
"OTU_800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_304",7,5,0,6,5,2,4,2,1,1,7,4,2,2,5,5,4,6,3,15,1,3,1,5,0,2,5,2,16,11,7,17,1,4,0,2,23,2,14,7,3,14,18,0,21,10,17,0,9,8,0,16,18
"OTU_12118",2,2,0,0,1,3,3,1,3,1,3,0,2,1,1,0,2,2,0,0,0,0,3,3,6,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2
"OTU_718",3,0,0,0,0,0,4,1,0,1,4,0,0,2,0,0,0,0,0,0,0,1,3,1,3,2,9,3,0,1,1,1,2,0,1,0,0,0,3,2,4,0,9,4,0,0,0,3,1,1,2,1,1
"OTU_7208",0,0,0,1,1,1,2,1,1,0,0,0,2,2,2,1,2,0,0,3,0,0,1,4,5,2,1,0,0,0,1,1,1,0,3,0,3,7,6,0,0,2,5,1,1,2,1,0,0,0,1,0,2
"OTU_437",0,0,0,0,0,2,0,0,2,1,1,1,1,6,2,4,0,0,0,0,0,1,2,3,9,0,3,2,0,0,0,0,0,0,9,0,47,7,12,10,3,6,25,39,8,6,5,19,8,29,8,9,23
"OTU_332",1,0,1,0,4,1,1,0,0,0,1,2,3,0,4,0,0,1,2,3,4,0,0,0,2,0,3,0,7,6,5,15,5,2,2,7,3,10,5,10,4,1,3,3,1,3,6,2,8,3,2,0,2
"OTU_465",8,30,7,35,19,18,16,11,25,37,19,12,13,8,7,2,5,12,2,14,23,7,4,1,4,11,1,10,6,10,7,11,84,1,2,24,12,9,30,1,2,2,5,20,23,19,4,9,4,12,12,15,14
"OTU_17801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,6,0,1,1,1,0,0,3,7,4,1,2,1,6
"OTU_120",16,19,19,17,15,14,11,11,9,10,9,32,8,77,23,9,6,10,4,15,3,9,5,30,12,12,10,5,13,5,13,13,7,4,23,10,15,16,10,9,23,31,11,16,9,23,31,11,24,15,9,8,3
"OTU_72",103,8,110,37,6,79,60,35,18,30,2,10,81,65,34,151,199,194,2032,129,37,112,52,0,1,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_18564",5,1,0,2,3,1,4,0,5,2,2,1,3,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0
"OTU_9223",1,1,2,2,3,1,0,2,1,0,1,0,0,0,0,3,10,1,0,4,10,7,2,0,1,4,2,2,4,17,3,3,1,0,4,0,5,5,10,7,7,5,5,8,4,5,9,4,2,3,8,4,4
"OTU_475",1,1,0,1,0,0,0,3,2,1,11,2,3,1,8,7,8,1,0,5,0,3,3,11,5,19,9,3,11,14,2,3,6,3,3,7,7,1,5,1,3,4,5,3,2,0,1,2,5,2,1,4,0
"OTU_423",0,0,1,1,0,2,1,0,0,2,1,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,3,5,1,0,0,0,0,3,0,0,3,1
"OTU_2367",0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,2,1,0,0,5,2,2,5,1,0,1,2,3,2,1,0,7,0,0,1,1,0,8,4,2,1,3,4,5,1,0,4,1,0
"OTU_8503",2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,2,2,2,2,1,2,0,0,3,2,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,1,1,1,0,0
"OTU_7114",0,2,0,2,0,0,3,2,1,0,2,3,0,0,0,4,0,0,0,0,0,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0,1,0
"OTU_11643",0,1,0,3,2,1,0,3,0,1,0,2,2,0,0,0,4,2,0,0,0,2,1,1,0,0,1,1,2,5,2,1,0,3,2,0,1,0,1,7,1,4,0,1,3,0,2,0,0,0,3,0,0
"OTU_389",3,0,0,2,1,1,0,1,2,2,0,3,1,1,2,1,2,5,6,0,1,1,1,0,2,0,0,0,1,0,0,0,0,24,2,1,0,2,0,6,0,1,4,5,0,5,1,0,2,2,2,0,2
"OTU_15941",0,0,2,2,2,1,1,1,2,3,1,0,1,1,1,1,3,1,17,1,0,0,2,8,0,1,5,1,0,1,2,2,5,7,0,4,2,12,1,3,1,3,0,2,0,0,3,3,2,1,1,1,2
"OTU_10355",2,1,0,2,1,4,0,1,0,3,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,3,0,1,2,1,0,1,2,0,0,0,0,2,1,2,1,0,0
"OTU_14945",0,1,0,0,1,2,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,5,0,1,1,1,3,2,0,2,0,1,0,0,1,0,0,1,1
"OTU_1773",0,7,1,1,1,1,0,3,0,0,0,2,6,0,3,1,5,2,0,3,14,20,1,0,3,9,0,9,21,22,33,1,0,0,0,3,41,2,20,21,2,0,2,6,13,8,4,3,5,3,10,11,17
"OTU_17844",1,0,0,2,1,2,2,1,1,1,0,0,1,0,1,2,0,1,0,2,0,1,3,0,0,1,0,0,2,0,0,1,0,1,0,1,0,1,2,2,0,0,1,0,2,0,2,0,2,1,0,2,4
"OTU_112",3,3,3,4,3,2,2,1,3,3,3,0,1,4,4,2,24,11,21,2,1,0,0,1,0,1,2,2,5,5,4,3,1,49,2,3,2,2,2,5,1,0,2,3,2,6,4,6,0,0,0,0,4
"OTU_818",0,1,1,0,0,1,1,4,1,2,0,0,1,0,2,2,1,0,1,1,1,1,1,0,2,0,0,3,3,2,0,4,1,0,7,5,4,5,5,0,1,1,3,2,4,9,4,3,4,4,3,3,6
"OTU_2972",8,1,2,0,0,0,0,2,1,0,1,1,0,2,1,4,3,0,2,1,3,0,4,1,1,0,2,0,2,0,0,3,1,0,1,4,0,0,0,3,0,0,1,0,0,0,1,1,0,0,1,0,0
"OTU_33",3,84,90,87,69,20,38,55,93,23,20,13,114,1,79,92,165,32,0,314,316,508,20,8,35,354,57,204,727,593,279,221,118,1,175,143,793,459,663,219,219,59,229,818,497,498,315,320,342,262,440,569,590
"OTU_168",15,21,19,25,8,11,25,25,45,21,35,25,17,4,14,25,37,8,14,21,13,20,14,25,55,16,16,32,30,21,24,40,23,17,6,17,15,23,14,4,28,3,16,7,12,15,10,11,4,9,3,11,7
"OTU_682",6,15,29,3,3,4,6,13,4,13,6,2,9,2,6,28,4,3,1,3,8,4,0,3,5,8,10,7,9,10,14,20,8,0,2,3,6,11,11,6,12,3,3,4,5,3,1,1,1,1,0,3,4
"OTU_1333",12,1,0,2,4,2,2,5,2,0,1,4,3,7,1,3,7,2,4,2,1,0,2,3,2,0,1,1,3,1,0,5,0,1,2,5,2,3,0,2,2,4,2,7,1,0,4,5,3,2,5,2,1
"OTU_14248",1,3,6,1,0,0,1,1,0,0,0,0,2,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,3,0,0,1,0,0,0,0,1,1,0,1,0
"OTU_884",0,4,0,11,0,3,6,2,16,8,4,9,17,15,1,6,6,8,0,0,36,0,13,3,13,6,10,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2426",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,4,0,0,0,0,2,1,1,0,3,2,2,1,3,1,1,2,1,3,3,0,0,0,1,1,0,1
"OTU_7406",2,0,0,3,2,2,1,1,1,2,1,0,3,6,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0
"OTU_1681",1,0,1,0,0,2,0,0,1,0,0,0,1,3,1,1,1,0,1,0,1,1,0,11,2,4,7,4,0,1,1,5,0,1,2,5,0,3,0,2,2,3,2,3,1,3,3,1,3,0,3,0,2
"OTU_64",4,23,7,19,6,26,29,54,4,4,8,17,17,2,8,11,21,20,2,46,19,16,42,19,13,55,33,10,63,88,48,21,43,5,17,11,6,21,34,13,28,9,21,49,66,38,39,5,5,17,3,18,31
"OTU_252",21,29,5,9,17,17,24,25,36,58,73,14,74,46,27,28,9,14,2,49,15,16,91,207,124,15,49,82,0,1,0,0,35,4,0,24,22,125,0,0,1,1,14,22,7,3,70,4,12,58,11,9,13
"OTU_4899",8,7,4,6,14,6,4,10,13,18,7,6,3,1,2,0,0,2,0,1,5,2,5,1,1,4,0,4,2,6,0,1,4,0,1,1,2,1,3,3,0,10,1,6,1,1,3,1,0,0,2,1,0
"OTU_13465",7,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,1,4,5,2,1,0,1,1,0,3,0,1,0,2,2,0,0,1,0,0,1,1,0,0,1,0,1,0,0
"OTU_1904",0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,4,0,0,1,0,0,1,3,3,1,1,0,1,0,8,0,3,0,2,1,1,1,3,2,1,1,0,4,0,6,13
"OTU_419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,16,15,5,1,8,19,9,3,20,8,12,13,24,26,17,17,20,17,22
"OTU_2289",0,1,1,3,1,4,7,2,1,2,1,6,1,0,1,2,3,2,0,1,1,3,6,1,2,5,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,2,0,1,0,1,1,0,1,1
"OTU_362",0,0,0,0,3,1,0,6,1,3,2,3,0,2,1,3,6,10,6,2,0,2,3,1,6,8,16,9,5,2,12,3,4,36,1,14,1,3,6,8,0,1,5,9,0,11,5,9,34,6,5,0,3
"OTU_2451",3,1,2,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,7,0,2,1,1,3,4,0,6,0,1,1,1,5,1,2,1,6,0,1,3,2,1,2,2,6,1,2,0,4,1,3,5,3,7
"OTU_174",0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,4,4,0,2,0,0,0,0,1,0,35,1,13,1,2,3,3,2,0,0,0,0,0,0,0,0,1,1,0,3
"OTU_995",15,0,3,0,3,2,0,0,0,4,2,5,0,2,1,0,0,0,4,3,2,0,1,20,4,1,10,3,11,5,9,21,10,21,9,31,4,23,12,10,17,5,4,21,1,7,6,40,14,7,33,14,4
"OTU_19852",4,0,1,0,0,1,0,0,1,0,0,1,0,2,2,1,0,0,5,3,0,0,0,8,6,0,12,3,0,0,1,0,7,10,1,6,0,8,1,2,1,7,0,2,0,0,1,0,1,0,3,1,0
"OTU_30",2,0,1,1,1,9,7,12,2,0,6,3,11,38,41,16,6,31,8,21,27,43,4,21,16,21,37,19,187,94,129,67,23,45,13,25,22,17,74,78,33,116,135,10,129,60,41,20,152,114,6,102,134
"OTU_1763",0,2,1,10,5,1,1,0,0,3,2,3,3,0,0,1,0,0,1,0,1,0,1,0,3,6,3,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,2,2,1,0
"OTU_287",16,2,2,2,1,1,0,1,0,1,0,1,0,6,4,1,5,4,2,7,4,0,0,1,0,1,6,2,0,0,0,4,1,1,5,0,1,3,1,2,0,0,0,1,0,0,1,1,0,0,4,0,0
"OTU_765",1,8,7,9,12,4,4,7,6,10,2,1,4,1,1,2,3,27,2,5,10,8,7,0,1,5,0,10,7,19,4,5,1,0,4,4,6,1,11,6,5,11,5,1,15,7,4,12,6,29,13,22,7
"OTU_14182",1,1,1,0,2,1,0,2,3,5,3,5,3,1,2,0,0,0,0,0,0,2,5,6,4,0,1,1,0,0,0,0,2,0,0,1,0,2,0,0,0,0,3,2,0,0,0,0,0,2,1,0,1
"OTU_8497",4,8,8,5,0,2,2,5,1,10,2,0,3,1,0,0,0,1,0,0,5,3,0,0,1,1,2,2,1,1,5,8,10,0,0,1,1,0,11,2,2,0,0,2,2,0,0,3,0,0,0,2,0
"OTU_36",0,0,1,4,1,4,6,7,0,0,2,2,9,28,13,12,12,25,6,9,16,20,2,20,12,15,25,11,101,54,73,53,9,18,12,30,16,12,58,46,24,77,86,6,84,43,13,17,86,59,2,67,102
"OTU_9374",1,2,1,1,1,0,0,0,2,0,3,2,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,1,0,0,1,0,1,1,1,2,2,0,3,2,0,0,0
"OTU_6",120,186,233,323,123,287,357,184,415,234,339,301,298,164,474,383,362,249,107,254,191,341,552,252,273,290,207,330,127,132,107,136,257,66,60,142,88,76,111,59,150,56,170,57,348,83,90,146,45,160,162,195,198
"OTU_1835",7,3,2,1,1,0,4,0,0,1,1,1,0,3,8,1,2,55,16,8,17,3,4,3,9,2,7,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_12270",0,2,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,2,0,1,0,0,0,2,0,0,0,0,3,0,0,4,2,0,0,1,0,0,1,4
"OTU_642",1,1,0,1,6,5,8,6,4,0,7,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,5,0,5,4
"OTU_1162",0,2,1,0,0,1,0,0,0,3,2,1,1,0,0,1,1,2,0,1,0,0,2,0,1,0,1,1,2,1,2,0,1,5,0,5,1,0,0,5,0,0,1,1,1,0,1,2,2,0,1,0,1
"OTU_59",1,30,0,0,7,0,1,0,15,47,25,61,7,10,19,17,2,0,6,0,4,3,4,92,107,27,92,23,2,8,2,28,63,65,308,104,154,62,64,208,195,469,167,67,102,252,120,82,295,138,130,374,63
"OTU_214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,6,0,15,28,14,17,10,14,4,1,2,16,15,39,12,1
"OTU_13464",0,1,1,1,4,3,2,3,0,3,0,3,10,1,1,0,2,0,0,0,2,1,1,0,1,0,0,1,0,2,2,3,0,0,2,1,0,0,2,0,1,0,1,3,3,0,0,0,0,1,1,0,0
"OTU_1661",2,16,5,17,4,10,11,2,13,11,12,9,9,1,3,3,3,0,0,2,7,3,1,2,0,1,1,5,1,6,2,6,28,0,1,2,2,1,4,2,0,0,0,1,16,0,1,2,2,0,3,7,10
"OTU_7067",1,0,2,1,0,1,0,1,2,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,4,0,1,0,4,1,2,0,1,0,0,2,0,0,0,3,4
"OTU_1247",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,4,1,0,0,3,0,0,1,2,1,0,0,0,2,2,1,2,0,1,0,1,1,1,1,1,0
"OTU_5045",0,0,0,3,0,1,0,2,1,0,0,0,0,0,1,0,2,0,0,3,0,0,2,0,2,0,2,0,3,4,4,1,1,1,0,0,0,2,4,1,1,1,0,1,1,2,1,0,0,0,0,0,0
"OTU_5735",2,2,2,0,2,0,2,1,2,1,0,1,1,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,2,3,0,2,0,11,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"OTU_11758",0,0,3,5,2,0,2,2,3,5,2,1,0,0,1,3,0,1,1,3,2,2,1,0,2,1,0,1,2,1,0,0,0,5,1,0,1,0,1,1,0,0,2,1,3,0,0,0,3,2,0,0,0
"OTU_8175",0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,2,2,2,1,2,1,3,5,0,0,1,2
"OTU_468",11,1,2,2,0,2,1,2,4,1,2,0,2,16,0,0,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0,6,3,0,3,2,4,0,2,2,2,1,4,2,0,0,0,2,0,4,0,0,0
"OTU_18550",2,1,0,0,4,1,0,0,1,1,0,0,0,7,1,0,0,1,0,1,2,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,2,1,0,1,2,1,0,0,0,0,0,0
"OTU_12234",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,1,1,1,0,0,0,1,7,0,2,1,1,0,0,0,3,0,1,1,0,1,2,1,0,0,0,0,5,1,0,1,0
"OTU_2278",1,0,1,0,0,1,0,0,0,2,0,0,0,4,3,1,4,8,0,1,1,2,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3221",13,0,0,1,0,0,0,0,0,0,0,0,1,3,2,1,0,0,1,0,2,0,2,0,0,2,2,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"OTU_3206",3,0,3,0,0,0,1,1,1,0,0,0,3,1,1,1,0,0,3,1,0,0,0,0,0,1,2,1,1,2,0,0,0,1,0,0,1,3,0,2,1,2,3,3,1,0,0,0,4,2,6,1,4
"OTU_15619",0,6,0,1,2,2,1,1,1,3,1,5,2,0,1,1,1,0,1,0,0,0,2,2,2,1,1,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_16688",0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,13,0,0,1,0,4,3,0,7,0,0,0,3,1,3,5,3,6,0,6,1,1,2,5,0,1,0,0,2,1,1,0,0,3,0
"OTU_447",0,7,3,4,3,1,0,0,1,3,0,3,9,3,3,2,14,13,14,3,3,0,4,3,4,2,10,6,12,0,1,1,2,7,0,0,0,0,0,1,1,0,4,3,0,1,1,5,14,6,1,2,9
"OTU_15721",0,8,2,4,1,2,2,2,1,1,0,2,2,0,0,2,2,3,0,1,0,4,2,2,3,1,0,3,4,2,6,1,0,3,0,0,1,0,3,2,2,1,2,0,0,1,0,0,0,0,0,1,0
"OTU_301",0,18,2,10,17,17,3,7,9,2,6,5,3,0,6,4,5,4,4,2,6,11,14,0,11,20,5,4,15,2,5,4,1,3,0,1,2,3,5,2,0,21,13,0,12,15,9,2,10,5,0,9,9
"OTU_15468",1,5,2,3,8,1,0,0,1,0,0,3,2,3,1,0,1,2,0,2,1,0,0,2,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,1,0,0,2,0,1,1,2,1,0,0,0,0
"OTU_5230",5,0,0,2,1,3,5,4,0,1,0,0,8,2,1,5,6,3,46,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1824",12,0,0,1,0,2,1,0,2,0,0,1,3,1,1,2,0,0,0,0,0,3,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_85",27,79,41,100,39,54,48,33,57,84,38,21,48,35,12,11,3,16,1,14,28,11,4,5,6,14,6,16,13,24,12,19,145,2,8,19,14,20,65,9,5,5,11,26,53,16,5,17,6,10,19,15,26
"OTU_164",0,1,0,0,1,0,0,8,1,0,0,1,0,0,1,1,0,1,0,1,1,1,4,3,0,0,0,3,1,0,1,8,10,4,11,4,1,1,5,23,7,22,11,2,1,0,3,6,16,3,1,2,1
"OTU_669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,10,1,11,6,1,10,18,8,11,4,2,3,10,1,6,9
"OTU_224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,10,6,3,4,16,16,13,25,10,15,24,5,15,61,2,8,14,17,233,9,9,31,3,6,27,11,33,12,46,14,169,16,51,84,45,23,0
"OTU_1842",0,0,0,1,1,1,1,1,0,0,1,2,2,1,1,1,0,2,0,0,2,0,4,1,1,2,1,2,2,5,1,0,0,0,0,0,0,1,1,6,1,3,0,0,2,2,2,0,0,0,0,0,0
"OTU_625",0,19,3,7,2,0,0,0,0,8,3,1,6,2,2,5,18,36,24,6,4,2,2,10,12,15,14,10,10,4,7,4,2,6,1,0,3,1,0,0,0,1,8,5,1,4,3,12,21,8,1,3,12
"OTU_12600",0,0,0,0,20,22,6,7,11,0,7,13,4,5,0,0,0,0,0,0,0,4,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7286",0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,5,3,2,4,1,8,5,6,2,1,2,1,4,3,8,1,1,4,3
"OTU_15801",2,3,4,3,0,4,1,2,3,5,1,4,1,6,0,1,0,0,0,2,1,0,0,1,3,0,1,4,4,0,0,2,2,0,0,3,3,3,0,2,0,3,0,1,1,0,1,0,0,0,0,3,1
"OTU_29",196,82,109,52,270,101,90,133,92,166,112,161,66,80,45,44,134,208,35,59,177,106,192,70,57,65,61,90,37,134,19,60,8,30,177,35,23,37,29,78,76,463,97,32,35,81,153,68,23,102,101,23,24
"OTU_394",2,5,1,7,1,5,6,5,5,5,3,4,4,3,7,9,0,0,0,2,1,3,3,11,1,3,3,3,5,4,2,0,1,0,5,10,1,0,0,5,6,0,15,4,0,2,3,3,1,8,14,11,0
"OTU_16785",0,2,1,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0,1,1,1,1,1,0,1,1,1,3,4,3,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0
"OTU_675",0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,5,0,0,0,0,0,1,0,3,1,0,0,8,0,1,2,0,3,0
"OTU_517",0,0,1,0,0,1,4,4,2,8,1,1,2,1,14,3,2,8,2,6,1,0,2,4,6,1,1,3,0,1,5,0,3,5,0,4,1,1,2,3,1,3,4,0,1,1,4,9,8,1,1,1,1
"OTU_20311",2,0,1,3,1,0,1,0,1,1,2,3,0,0,0,4,2,0,0,0,0,2,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"OTU_6358",1,1,2,1,1,2,2,0,0,1,0,7,1,4,4,1,0,1,0,3,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,4,0,1
"OTU_2846",3,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,0,4,1,2,2,2,0,0,2,1,0,1,4,1,0,1,0,0,2,3,0,2,0,2,4,1,4,2,8,0,4
"OTU_1701",2,1,2,0,3,0,0,2,1,0,1,1,0,2,2,1,2,0,0,1,1,1,2,3,0,0,2,0,2,2,0,3,0,1,1,1,1,0,0,3,3,0,0,0,0,0,0,1,1,1,1,3,0
"OTU_205",53,6,5,6,14,16,13,9,5,6,15,7,13,4,4,4,4,13,14,7,0,7,10,2,6,8,6,4,3,2,0,2,1,8,6,4,2,7,9,6,2,0,2,1,8,6,4,3,6,2,9,4,14
