"ID","DonorA_Stool123","DonorA_Stool125","DonorA_Stool126","DonorA_Stool127","DonorA_Stool128","DonorA_Stool129","DonorA_Stool134","DonorA_Stool135","DonorA_Stool136","DonorA_Stool138","DonorA_Stool139","DonorA_Stool140","DonorA_Stool141","DonorA_Stool142","DonorA_Stool143","DonorA_Stool144","DonorA_Stool146","DonorA_Stool147","DonorA_Stool149","DonorA_Stool150","DonorA_Stool151","DonorA_Stool152","DonorA_Stool153","DonorA_Stool154","DonorA_Stool155","DonorA_Stool156","DonorA_Stool158","DonorA_Stool159","DonorA_Stool160","DonorA_Stool161","DonorA_Stool162","DonorA_Stool163","DonorA_Stool164","DonorA_Stool165","DonorA_Stool166","DonorA_Stool167","DonorA_Stool168","DonorA_Stool169","DonorA_Stool170","DonorA_Stool171","DonorA_Stool172","DonorA_Stool173","DonorA_Stool174","DonorA_Stool175","DonorA_Stool176","DonorA_Stool177","DonorA_Stool178","DonorA_Stool179","DonorA_Stool180","DonorA_Stool181","DonorA_Stool182","DonorA_Stool183","DonorA_Stool184","DonorA_Stool185","DonorA_Stool186","DonorA_Stool187","DonorA_Stool284","DonorA_Stool285","DonorA_Stool286","DonorA_Stool287"
"OTU_264",4,0,1,0,0,0,3,0,2,1,5,3,1,1,10,3,2,4,0,0,1,1,0,0,2,0,0,0,1,2,1,1,3,0,2,2,1,0,2,0,4,2,1,0,1,6,9,5,2,0,4,6,1,7,2,0,9,0,6,1
"OTU_380",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,2,1,0,0,0,1,0
"OTU_72",16,21,15,5,13,10,22,20,14,12,10,35,20,26,43,16,49,32,22,12,12,34,39,143,24,20,15,18,12,12,14,7,13,20,13,12,12,21,34,23,14,43,56,19,49,27,29,27,30,30,36,28,50,53,30,45,69,37,89,37
"OTU_318",1,2,3,1,6,1,5,5,11,4,5,1,4,0,3,2,3,4,1,2,2,1,4,13,1,2,0,2,2,2,3,3,2,1,0,2,4,0,0,2,2,3,0,2,3,2,0,2,1,0,2,6,4,3,3,1,3,2,3,0
"OTU_742",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,2,1,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_90",37,22,40,5,30,11,30,49,24,19,4,40,13,12,43,22,26,28,21,14,8,17,42,52,10,8,28,25,7,4,7,8,16,38,11,11,17,65,34,29,16,15,5,20,44,19,7,16,19,26,21,15,55,31,22,40,49,29,58,31
"OTU_1171",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"OTU_3119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_811",2,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_1943",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_419",2,0,0,2,0,0,0,1,1,0,2,1,2,1,9,4,3,7,0,0,1,2,2,0,2,0,2,1,6,1,0,0,0,0,0,0,1,2,0,1,4,0,1,0,0,0,1,1,4,0,3,2,0,0,0,1,1,0,2,1
"OTU_1471",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_578",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,3
"OTU_3617",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"OTU_1690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_3353",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_68",32,42,77,47,53,39,12,9,60,14,20,20,20,30,49,34,52,46,20,40,49,42,77,20,16,24,28,37,56,22,28,55,17,9,8,16,26,14,34,27,49,62,9,34,107,58,69,57,42,30,38,33,27,32,45,64,44,55,63,30
"OTU_295",3,1,0,3,7,2,0,0,0,6,4,5,3,5,7,1,1,1,0,1,1,4,3,6,0,1,3,1,3,0,1,2,3,1,1,0,2,3,3,6,6,3,1,0,9,2,9,5,1,3,5,2,5,3,0,3,8,14,11,4
"OTU_791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_15",168,239,394,316,233,133,86,72,339,82,140,124,107,172,309,231,284,349,120,225,303,376,436,310,115,196,197,210,264,156,207,414,117,53,54,97,126,90,105,216,311,426,99,307,415,481,415,333,242,224,252,323,144,260,424,309,376,287,471,328
"OTU_224",13,10,11,9,7,1,13,7,11,10,17,24,11,11,39,16,12,21,15,17,17,19,23,19,7,15,3,9,15,12,7,8,6,22,16,6,16,16,12,13,9,11,5,6,30,10,22,41,16,18,17,17,29,15,13,27,32,22,23,16
"OTU_881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3059",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_536",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_467",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_859",0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_326",0,0,2,0,0,0,2,4,0,1,0,0,0,1,0,0,0,0,4,0,0,1,1,0,2,1,0,2,0,2,0,0,0,1,2,1,1,5,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"OTU_640",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,3,1,0,1,0,5,1,1,0
"OTU_1034",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_466",4,3,5,2,1,0,1,7,3,1,1,2,4,0,4,3,1,1,0,1,1,0,2,0,0,3,1,0,1,4,4,2,7,0,2,0,3,1,1,2,4,2,1,5,2,2,2,1,2,1,3,3,5,0,2,1,0,2,1,2
"OTU_861",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_447",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,0,0,0,1,0,0,2,0,0,0,0,2,11,0,0,4,0,0,0,0,0,1,0,5,0,0,6,6,0,0,0,0,0,0,26,0,0,0,0
"OTU_1137",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"OTU_784",2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_574",0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4,2,0,0,1,1,2,1
"OTU_1861",0,0,0,0,0,0,2,2,2,3,0,0,1,1,1,1,2,1,0,1,0,2,1,0,0,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"OTU_303",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0
"OTU_3319",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_2272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2582",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_1662",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_602",4,1,4,1,4,2,0,2,5,5,7,12,8,3,4,2,6,3,1,0,4,1,4,5,0,0,1,2,4,0,1,5,4,0,2,0,2,0,2,5,7,3,0,1,9,1,2,11,4,3,3,3,2,3,5,2,4,1,1,3
"OTU_2306",2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_2365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_91",12,38,18,18,38,10,11,51,35,42,37,2,25,7,19,15,34,24,11,11,12,12,22,72,31,19,9,6,15,14,35,17,13,5,6,15,15,13,34,12,28,23,12,16,25,7,12,6,6,17,13,29,18,24,22,12,7,11,20,16
"OTU_2747",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
"OTU_891",1,1,2,2,0,0,2,0,1,0,0,0,1,0,1,1,1,2,3,3,4,1,2,1,0,4,1,2,3,0,1,0,0,0,0,0,2,0,0,0,2,4,1,1,0,2,1,0,1,0,2,2,1,2,2,0,0,3,0,0
"OTU_1972",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_965",0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
"OTU_1222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_439",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,1,2,1,0,1,0,0,0,9,0,2,1,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,1,2,0,0
"OTU_2701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
"OTU_641",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,2,1,1,0,1,0,0,2,1,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2053",0,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0
"OTU_700",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_220",4,5,0,5,3,7,5,4,3,4,1,3,6,4,9,4,2,5,8,5,4,10,5,4,6,13,11,8,2,3,10,8,10,3,5,16,19,10,4,9,7,10,7,3,5,6,5,3,7,7,11,3,11,2,9,5,6,13,7,3
"OTU_1727",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,7,7
"OTU_1042",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"OTU_213",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_29",18,2,40,4,0,2,93,43,0,15,58,44,114,115,63,34,0,6,88,106,7,8,111,36,29,65,3,29,21,21,1,2,4,5,65,27,9,174,26,11,60,105,208,45,6,28,45,15,27,10,5,3,0,3,13,47,0,1,1,2
"OTU_364",5,1,3,1,3,2,2,1,3,3,6,5,4,4,4,1,6,1,3,2,7,9,4,0,0,0,2,0,7,0,4,0,6,4,2,5,1,4,3,3,4,2,3,2,10,7,6,7,4,3,2,1,4,2,2,2,2,14,4,5
"OTU_464",8,5,12,10,5,10,10,2,2,6,7,6,19,7,14,11,4,7,4,5,17,19,13,21,6,3,14,11,10,8,6,3,3,6,1,6,2,5,3,4,11,10,6,7,5,7,16,12,14,10,8,3,5,10,12,11,12,8,7,12
"OTU_1415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
"OTU_3430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_653",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0
"OTU_1029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
"OTU_2578",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"OTU_1170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
"OTU_721",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_2587",0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"OTU_2356",5,2,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_1131",0,0,0,0,1,1,0,0,2,0,0,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_2278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_160",3,1,6,14,6,0,6,6,6,1,1,3,12,1,4,5,0,14,5,0,6,14,8,13,3,2,2,7,3,1,8,3,4,0,3,4,10,3,2,3,3,7,0,3,3,6,1,8,1,11,11,12,3,4,2,14,4,4,0,4
"OTU_948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_381",0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"OTU_531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_126",14,6,12,25,32,15,4,7,15,9,17,8,5,2,16,12,20,12,1,3,12,7,7,20,3,4,7,4,5,5,16,15,6,8,0,3,9,2,14,8,10,14,1,10,8,7,22,18,15,5,11,33,11,17,5,14,22,6,14,11
"OTU_2707",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_627",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,4,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_235",3,0,0,2,0,1,1,0,4,1,0,0,1,3,2,2,1,0,1,0,1,2,5,14,2,3,1,3,4,2,2,0,3,1,4,3,4,6,7,5,2,1,0,0,0,1,0,11,0,1,0,26,1,3,1,1,0,1,0,1
"OTU_131",16,19,32,13,7,4,21,17,4,8,6,15,13,10,21,17,13,8,9,13,12,1,11,10,6,9,13,4,20,21,29,13,28,5,8,13,24,3,15,14,20,19,4,16,15,7,6,5,14,7,9,18,9,23,12,2,7,4,10,32
"OTU_529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"OTU_793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"OTU_292",4,1,6,0,0,0,10,4,0,4,0,4,1,4,17,10,0,0,11,3,0,7,9,16,0,10,1,7,1,0,0,0,3,9,3,9,2,11,0,0,2,8,1,3,2,0,3,2,62,5,6,0,5,4,2,10,0,3,2,0
"OTU_860",0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_1115",0,1,0,1,0,1,3,5,0,5,1,1,1,0,1,4,0,0,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,4,3,0,4,4,2,0,0,1,2,1,1,2,0,0,0,0,6,0,3,3,1,3,1,1,1,0
"OTU_22",683,162,265,125,65,47,92,96,13,16,6,3,0,0,1,1,9,8,32,10,2,17,156,151,4,1,2,7,0,2,5,2,14,211,22,8,9,192,242,49,5,3,0,0,4,0,1,1,3,2,2,1,4,19,15,63,5,1,0,1
"OTU_3609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_142",2,4,5,2,2,1,74,18,0,0,9,0,8,46,60,14,1,10,40,13,4,4,1,0,28,17,4,4,14,19,0,0,7,33,36,8,31,44,12,4,20,14,31,20,1,17,8,6,3,3,6,0,13,9,4,16,2,4,16,2
"OTU_746",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,0,2,0,1,0
"OTU_2973",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_1509",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,0
"OTU_240",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"OTU_3032",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"OTU_833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1088",3,4,0,0,2,3,0,3,2,1,1,2,3,3,0,1,2,1,2,2,3,1,2,0,2,1,4,1,1,2,2,3,1,2,5,6,5,2,1,1,3,1,5,4,1,0,3,1,1,1,3,0,2,2,2,4,0,3,0,0
"OTU_1196",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_64",8,36,4,11,24,0,12,36,28,22,26,18,37,4,81,37,12,13,28,28,26,66,26,79,7,9,9,21,13,5,2,3,24,20,5,9,5,25,14,16,25,138,14,33,47,52,52,43,32,22,23,11,53,33,28,39,66,42,184,35
"OTU_405",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,3,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
