"ID","Nov2rep1","Nov3rep1","Nov6rep1","Nov9rep1","Nov10rep1","Nov11rep1","Nov12rep1","Nov13rep1","Nov16rep1","Nov17rep1","Nov18rep1","Nov19rep1","Nov20rep1","Nov24rep1","Nov25rep1","Nov26rep1","Nov27rep1","Dec1rep1","Dec2rep1","Dec3rep1","Dec7rep1","Dec8rep1","Dec9rep1","Dec10rep1","Dec11rep1","Dec14rep1","Dec15rep1","Dec16rep1","Dec17rep1","Dec18rep1","Dec21rep1","Dec23rep1","Jan4rep1","Jan5rep1","Jan6rep1","Jan7rep1","Jan11rep1","Jan12rep1","Jan13rep1","Jan14rep1","Jan15rep1","Jan18rep1","Jan19rep1","Jan20rep1","Jan21rep1","Jan25rep1","Jan26rep1","Jan27rep1","Jan28rep1","Jan29rep1","Feb1rep1","Feb2rep1","Feb3rep1","Feb4rep1","Feb5rep1","Feb8rep1","Feb9rep1","Feb11rep1","Feb12rep1","Feb15rep1","Feb16rep1","Feb18rep1","Feb19rep1","Feb22rep1","Feb23rep1","Feb25rep1","Feb26rep1","Feb29rep1","Mar2rep1","Mar3rep1","Mar4rep1","Mar7rep1","Mar8rep1","Mar9rep1","Mar10rep1","Mar11rep1","Mar14rep1","Mar15rep1","Mar21rep1","Mar22rep1","Mar23rep1","Mar24rep1","Mar28rep1","Apr18rep1"
"OTU_29594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,2,1,1,1,2,7,0,1,3,1,4,2,0,1,3,1,5,3,1,0,1,1,2,0,0,0,0,0
"OTU_216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,3,6,2,2,4,6,2,6,5,5,2,1,3,6,0,2,3,7,0,5,9,4,1,6,6,7,7,5,1,1,3,3,1,1,0,4,1,0,2,0,1,0,0,1
"OTU_251",0,1,0,0,1,0,0,1,0,4,0,0,1,0,0,2,0,0,0,0,0,0,3,6,4,1,1,0,1,0,4,3,1,6,5,4,7,5,4,1,2,0,2,2,1,0,0,0,2,4,1,1,3,0,1,3,0,1,0,0,1,3,0,0,0,0,1,1,0,0,1,1,2,0,0,1,0,0,0,1,0,0,1,0
"OTU_6586",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,4,0,1,0,0,2,0,0,0,0,0,0,2,2,1,1,0,2,2,1,0,0,0,0,1,3,1,2,2,3,4,0,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_238",1,1,0,2,4,0,1,2,4,3,2,2,0,0,1,0,3,0,0,1,2,1,3,7,7,2,0,0,1,0,2,3,1,6,10,3,3,6,4,2,0,3,0,1,0,1,0,0,2,0,2,2,0,1,2,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_13119",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0
"OTU_45",13,15,7,14,18,1,22,28,24,12,13,17,12,12,17,29,28,31,26,16,17,12,10,4,8,19,13,12,6,6,4,8,3,10,0,3,7,6,1,0,5,1,4,2,1,0,1,0,1,1,3,1,3,1,3,0,0,0,2,0,2,1,3,3,5,3,1,3,5,4,7,3,4,5,5,3,4,3,10,4,7,10,1,5
"OTU_273",0,0,0,0,0,0,0,0,0,1,2,8,4,0,1,0,0,0,0,0,0,1,0,0,0,3,1,6,6,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,0,0,0,0,3,0,3,1,2,4,0,0,2,0,2,0,0,1,0,0,1,0,0,1
"OTU_159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,3,18,40,5,13,5,3,36,0
"OTU_1151",0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_397",0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,0,3,3,2,0,0,0,1,0,1,1,0,0,1,0,3,2,3,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,2,2,0,0,2,0,1,2,1,0,0,0,1,0
"OTU_7305",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,2,2,0,1,0,1,4,0,0,0,1,2,2,1,1,1,2,0,1,2,1,3,0,0,0,1,1,1,1,1,0,1,2,1,2,0,3,2,0,0,0
"OTU_550",1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,3,1,3,2,5,0,1,3,0,4,0
"OTU_62",1,1,0,3,6,9,12,29,28,10,11,3,8,24,17,28,20,26,23,13,4,10,3,2,3,4,4,0,3,4,2,4,1,3,3,1,2,2,1,1,1,1,1,2,1,1,2,0,0,0,2,0,0,1,3,1,0,2,0,2,1,0,0,2,0,0,2,3,2,2,1,2,4,3,2,2,2,3,3,1,2,22,2,2
"OTU_3065",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,2,1,0,0,3,1,0,0,1,2,2,0,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_18951",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,2,0,0,1,0,1,1,0,0,0,0,2,2,0,0,1,0,0,0,1,0,1,0,1,2,0,1,0,0,3,0,3,0,0,0,1,1,0,0,3,0,1,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"OTU_362",2,1,1,1,1,0,2,1,1,0,1,1,0,2,0,4,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,2,2,1,1,1,0,0,1,0,2,0,1,0,0,0,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0
"OTU_388",0,1,4,0,0,0,1,0,0,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_264",2,0,1,2,0,0,1,0,0,0,1,0,1,2,2,0,1,4,0,3,3,1,4,0,2,2,2,1,4,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,2,2,2,0,2,1,0,2,1,1,1,2,0,4,1,0,2,1,2,3,4,1,4,3,0,1,2,2,0,0,0,1,1,0,2,0,0,0,0,1
"OTU_18700",0,0,1,0,0,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,1,1,1,0,2,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
"OTU_9016",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,0,2,0,0,0
"OTU_347",1,0,1,0,1,0,2,1,2,0,1,0,0,0,0,0,2,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,0,0,2,1,0,1,1,0,0,1,0,0,2,1,1,1,1,1,0,0,2,1,1,2,0,0,0,1,0,1,0,0,0
"OTU_1242",0,1,0,0,0,3,0,0,0,0,1,2,0,0,1,0,0,2,0,0,2,1,3,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_24595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1,1,1,0,1,2,0,1,0,1,0,0,1,0,1,2,5,1,1,1,2,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,3,0,1,1,1,0,0,0
"OTU_20589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,3,0,2,0,2,1,0,1,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
"OTU_266",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,0,0,3,3,1,1,2,3,7,3,2,1,1,4,2,1,6,2,4,4,1,10,2,3,2,6,1,3,4,4,2,3,1,6,2,2,1,1,4,0,0,0,0,0,3
"OTU_20928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,1,2,2,0,0,0,0,1,0,3,0,0,1,0,1,0,0,0,0,7,0,1,0,1,4,1,1,0,0,1,1,0,0,1,0,0,0,4,0,1,0,0,1,0,0,0,0
"OTU_981",0,0,3,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_296",8,19,5,2,2,1,1,0,1,0,1,4,5,0,1,0,3,0,0,0,2,0,2,2,0,4,1,2,7,0,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1,1,1,0,0,0,0,0
"OTU_6416",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,2,2,1,0,0,2,0,1,0,0,1,2,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,2,0,2,1,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0
"OTU_466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,40,4
"OTU_31",4,0,9,3,2,3,3,6,3,4,1,4,6,11,5,6,3,10,13,8,14,16,8,5,11,11,3,3,7,4,6,7,14,8,9,15,17,15,12,18,16,22,41,11,16,23,24,18,19,20,18,18,30,22,18,31,26,38,26,23,52,43,29,41,42,42,36,30,25,29,14,19,16,11,14,14,10,14,7,6,7,4,12,6
"OTU_274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
"OTU_15454",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,2,0,0,0,2,1,2,1,2,0,0,0,2,0,0,0
"OTU_5607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,3,0,1,1,0,1,0,2,1,2,3,2,0,0,4,1,0,0,4,0,2,0,2,0,1,0,1,0,1,0,0,0
"OTU_276",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,4,0,0,0,0,3,1,2,2,3,0,2,2,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,4,1,3,2,2,2,3,1,2,1,3,3,0,0,1,1,2,0,0,1,0,0,3,0,0,0,0,1,0
"OTU_79",0,0,0,0,1,2,0,0,0,1,0,1,0,4,5,4,3,3,3,5,6,6,2,7,5,2,2,0,1,0,10,5,9,16,13,12,15,11,13,18,15,6,10,9,8,19,8,18,7,16,9,9,10,14,17,13,12,11,7,9,8,4,4,3,4,1,6,4,1,7,7,12,4,15,5,6,7,9,5,2,1,0,0,0
"OTU_9270",0,0,0,0,0,0,0,6,3,0,0,1,0,0,0,1,2,0,1,0,1,1,3,0,2,0,1,0,0,0,2,2,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_17",30,2,15,25,9,39,34,39,36,30,39,24,23,7,17,14,26,34,29,30,31,42,44,42,60,20,29,11,13,18,25,35,25,26,18,5,19,23,12,0,15,21,16,27,17,5,10,18,12,16,15,16,21,17,32,21,22,29,30,22,12,26,19,18,23,18,18,18,11,20,18,21,23,9,16,18,18,23,30,22,15,16,16,1
"OTU_297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"OTU_8538",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
"OTU_573",2,0,0,0,0,0,0,0,1,3,0,0,0,2,1,1,2,0,3,3,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,4,0,1,0,0,0,0,0,3,1,1,1,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,2,1,3,0,1,0,0,0,0,0
"OTU_398",0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,2,2,0,1,2,0,0,0,0,3,1,1,0,0,3,1,0,1,3,2,2,2,1,2,1,0,5,1,1,0,1,1,2,1,2,3,0,2,1,1,0,3,2,0,0,0,2,1,1,0,0,6,0,1,2,0,0,3,0,0,0,0,0
"OTU_527",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,1
"OTU_129",5,7,1,1,1,1,1,2,0,3,4,19,10,2,0,0,0,0,2,0,0,0,0,0,1,12,9,14,32,9,0,0,0,0,0,2,0,0,1,0,0,0,2,1,1,2,0,0,1,0,2,1,0,2,0,0,2,1,1,1,0,0,1,0,3,2,0,0,1,2,2,1,2,1,0,3,2,1,2,1,0,0,1,0
"OTU_161",0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,2,3,0,4,2,4,2,0,0,0,0,2,1,2,4,7,8,6,7,7,4,10,5,1,3,6,8,7,2,4,2,6,3,5,4,2,2,3,3,4,1,4,2,6,3,1,2,7,1,2,4,5,1,2,0,2,2,5,1,2,3,2,0,0,5,0
"OTU_14960",0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,2,2,2,0,1,2,0,0,0,1,0,0,0,3,1,0,2,0,0,1,0,0,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_284",0,0,1,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,3,0,0,0,2,2,0,3,3,2,0,3,22
"OTU_3602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,1,0,0,2,0,1,1,2,2,0,1,2,1,2,2,0,2,2,0,0,0
"OTU_10",18,6,56,16,20,11,16,9,11,8,31,9,12,11,8,15,9,12,18,51,35,48,64,86,92,61,70,29,28,63,70,52,27,49,8,15,32,19,14,34,18,43,26,20,29,16,18,22,28,35,38,47,68,80,49,86,54,82,46,67,50,72,67,46,36,41,68,48,28,32,25,40,40,41,42,45,56,60,44,27,43,37,125,1
"OTU_1121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0
"OTU_150",0,0,0,1,1,6,2,3,0,0,0,0,0,5,5,1,3,9,5,3,6,13,1,2,3,4,3,3,1,0,4,4,0,2,2,4,3,2,5,7,1,6,11,2,2,5,6,4,1,7,6,5,3,1,9,5,2,1,6,2,4,3,0,0,0,1,3,1,1,2,1,3,0,1,1,0,0,1,0,0,0,0,0,0
"OTU_528",1,0,1,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,2,3,0,2,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_14664",0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,2,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,2,2,0,0,3,0,1,0,0,0,0,0,1,0,2,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0
"OTU_183",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,6,1,0,3,1,5,2,2,0,0,0,6,2,1,2,2,2,3,2,1,2,0,2,5,1,4,3,2,0,1,3,1,2,2,6,10,6,10,12,15,9,8,6,5,11,11,9,5,30,0
"OTU_47",0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,1,0,0,0,0,1,2,1,4,0,0,0,0,0,0,9,9,24,29,28,35,26,19,22,21,15,19,13,33,34,39,32,56,52,39,42,35,13,25,11,28,29,20,4,15,17,13,23,24,5,20,17,9,4,4,7,5,1,7,5,3,2,1,1,0,1,0,0,0
"OTU_395",1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,2,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,4,1,0,1,0,1,1,1,1,0,2,0,1,0,0,2
"OTU_371",0,0,0,0,3,0,0,3,0,0,1,0,1,0,4,0,3,4,4,2,0,0,1,1,0,0,0,0,1,0,2,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,8
"OTU_4447",0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,2,0,0,3,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,1,0,0,0,1,0,0,0,0
"OTU_15051",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,0,2,1,1,2,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_336",0,0,0,0,0,0,0,0,0,2,1,1,0,1,2,0,2,0,0,0,0,0,0,1,1,1,0,0,2,6,0,0,0,3,3,1,0,0,0,0,1,2,0,1,1,2,0,0,1,0,1,0,0,0,1,1,1,5,2,0,0,1,0,1,2,1,0,2,2,1,3,1,0,3,0,1,0,0,1,1,0,0,0,0
"OTU_457",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
"OTU_66",4,1,1,8,9,6,9,20,19,7,10,5,14,9,14,11,15,33,24,11,8,4,1,4,6,11,8,14,7,2,0,4,3,3,1,2,4,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,2,0,1,1,1,2,1,0,1,0,0,4,2,1,3,0,4,0,1
"OTU_127",3,0,2,0,0,5,0,2,0,0,4,17,15,0,0,0,0,0,2,4,1,0,1,1,0,8,7,8,19,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,1,3,1,3,1,5,0,14,1,1,3,9,6,2,7,3,3,2,3,4,0,0,2,2,13,3,1
"OTU_341",0,0,1,1,0,0,1,0,1,1,0,1,1,2,3,0,0,3,1,1,2,0,0,0,0,0,1,0,0,4,0,1,0,2,2,0,0,0,3,4,0,1,0,1,2,1,0,1,1,3,1,3,0,3,1,3,0,1,1,1,2,3,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,2,1,1,2,3,0
"OTU_364",2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,1,0,1,0,0,2,0,1,0,1,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,3,1,0,0,2,1,3,0,2,0,0,2,1,0,0,0,0,2,0,1,0,1,2,1,2,0,0,1,0,2,1,1,0,0,0
"OTU_337",0,0,0,1,0,3,0,1,2,0,0,2,0,1,2,2,4,1,0,0,0,3,0,4,1,0,1,1,0,3,1,1,0,3,1,1,1,2,2,3,1,3,3,3,4,1,2,4,1,1,3,1,1,1,2,2,0,0,3,1,2,1,0,2,1,1,3,3,1,1,4,0,2,1,0,1,0,1,1,2,1,0,0,0
"OTU_12490",0,0,0,0,0,4,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"OTU_74",5,4,3,5,7,4,4,5,13,3,2,4,3,13,3,11,7,6,12,13,5,9,8,3,4,3,4,7,6,8,1,3,3,1,1,4,3,3,4,1,1,0,4,2,1,2,2,2,5,3,0,1,0,3,3,3,0,3,3,4,4,1,2,0,7,3,5,2,4,6,6,0,4,5,7,4,2,3,4,6,4,9,5,50
"OTU_2992",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"OTU_279",1,3,2,1,0,0,0,0,0,1,4,0,2,2,1,0,3,2,0,2,4,0,0,3,2,1,0,0,0,2,0,0,4,0,1,1,2,0,1,0,1,0,0,1,1,2,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,2,2,0,0,1,0,4,2,0
"OTU_334",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,2,2,0,1,0,3,4,3,3,0,1,1,1,1,3,0,2,0,1,4,0,4,2,2,0,1,1,4,4,1,1,4,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,3,0
"OTU_628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,1,2,1,0,0,0,2,0,2,0,3,2,3
"OTU_369",0,0,3,1,2,5,2,8,1,5,0,0,1,1,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,6,0,5
"OTU_230",7,3,9,0,3,0,0,1,1,3,0,1,0,7,4,9,3,4,0,7,1,1,3,0,1,1,0,0,1,1,0,0,1,1,3,4,1,2,0,4,1,1,4,0,1,2,1,1,1,2,0,1,0,1,5,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,4,1,1,0,0,0,1,2,0,6,0
